product_id,handle,title,status,vendor,collections,variant_ids,skus
5827041820833,plug-in-pendant-fabric-flex-cable-2m-with-inline-switch,2m Plug In Fabric Lamp Cord 3 Core With On/Off Switch ~1923,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|plugin-lighting|new-collection|catalog_others|globofilter-best-selling-products-index|plug-in-lighting-offer|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|best-deals|value-light|hot-picks|modern-home-lights|top-products|lights-parts|for-shopify-performance-tracking,36834700820641|36834700624033|36834700722337|36834700755105|36834700492961|36834700525729|36834700591265|36834700787873|36834700886177|36834700656801,PSOS2RCR|PSOS2RBL|PSOS2RPU|PSOS2RGR|PSOS2RRE|PSOS2RGD|PSOS2RBM|PSOS2RBU|PSOS2RBR|PSOS2RGY
5835464179873,wire-cage-wall-sconce-edison-vintage-style-industrial-metal-cage,Wire Cage Wall Sconce Edison Vintage Style Industrial Metal Cage~1922,ACTIVE,LEDSone,all-products-1|best-deals|shop-lighting|for-shopify-performance-tracking|best-sellers|industrial-lighting,36853062893729,CRFF140BC+WSDM240YB+WCB1BC2PK
5835464540321,two-outlet-rustic-antique-metal-caged-industrial-ceiling-light-fixture,Two Outlet Rustic Antique Metal Caged Industrial Ceiling Light Fixture~1921,ACTIVE,LEDSone,all-products-1|best-deals|modern-shine-lighting|modern-home-lights|for-shopify-performance-tracking,36853063221409,WSDM240BS+WCB1BS2PK
5835464868001,wall-sconce-lighting-industrial-metal-wire-cage-wall-light-2-outlet,Wall Sconce Lighting Industrial Metal Wire Cage Wall Light 2 Outlet~1920,ACTIVE,LEDSone,all-products-1|wall-lamp-collection-at-affordable-prices|for-shopify-performance-tracking|industrial-vintage-lighting,36853063483553,WSDM240BS+WCB2BS2PK
5842529484961,ceiling-pendant-light-3-head-red-glass-lampshade,Wine Glass Cluster Pendant Light~1919,ACTIVE,LEDSone UK Ltd,black-friday-50-off|all-products-1|best-deals|modern-classic-home|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|3-bulb-pendant-light|for-shopify-performance-tracking|best-sellers|industrial-lighting,36868995023009,CRFF500BM+LSGF85RE3PK
5842529845409,ceiling-pendant-light-3-head-green-glass-lampshade,Ceiling Pendant Light 3 Head Green Glass Lampshade~1918,ACTIVE,LEDSone,all-products-1|free-uk-shipping|for-shopify-performance-tracking|industrial-vintage-lighting,36868995580065,CRFF500BM+LSGF85GR3PK
5842530336929,ceiling-pendant-light-3-head-yellow-glass-lampshade,Ceiling Pendant Light 3 Head Yellow Glass Lampshade~1917,ACTIVE,LEDSone UK Ltd,all-products-1|free-uk-shipping|stylish-lighting-fixtures|shop-lighting|modern-home-lights|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|3-bulb-pendant-light|for-shopify-performance-tracking,36868996530337,CRFF500BM+LSGF85YE3PK
5842530631841,industrial-ceiling-pendant-light-3-head-blue-glass-lampshade,Industrial Ceiling Pendant Light 3 Head Blue Glass Lampshade~1916,ACTIVE,LEDSone UK Ltd,all-products-1|pendant-lightss|best-deals|modern-classic-home|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|3-bulb-pendant-light|for-shopify-performance-tracking|best-sellers|industrial-lighting,36868997546145,CRFF500BM+LSGF85BL3PK
5849039110305,bayonet-fitment-edison-vintage-filament-candle-light-lamp-bulb,B22 Edison Vintage | B22 Bayonet Dimmable ~1915,ACTIVE,LEDSone,bselltm|bsell-06|all-products-1|hot-picks|modern-home-lights|shining-radiance|for-shopify-performance-tracking,36889624740001|36889624608929|36889624641697|36889624674465|36889624838305|36889624707233|36889624772769|36889624805537,ICT45B2260|ICMUSHB2260|ICST64B2260|ICG80B2260|ICG95B2260|ICG125B2260|ICT130B2260|ICT185B2260
5854046388385,black-industrial-pulley-wheel-style-cage-light,LEDSone industrial vintage Black Industrial Pulley Wheel Style Cage Light~1914,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|best-deals|value-light|shop-lighting|modern-home-lights|top-products|for-shopify-performance-tracking|ph-products|commercial-lighting-for-restaurants-uk,36908180635809,PLWEBM+PHNW1RBM
5854046650529,brushed-copper-vintage-wheel-wall-light-retro-water-pipe-wall-lights-loft,Brushed Copper Retro Industrial Pulley Wheel Cage Wall Light E27~1913,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|stylish-lighting-fixtures|modern-home-lights|ninc-products|top-products|for-shopify-performance-tracking|ph-products|stylish-bedroom-lights-uk,36908181782689,PLWEBC+PHNW1RBC
5854047240353,rustic-red-loft-style-wall-lamp-antique-lift-retractable-pulley-wall-lighting,Vintage Industrial Pulley Wheel Cage Wall Lamp~1912,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|wall-light|new-collection|sale|catalog_others|modern-lighting|capture-15-offer-if-you-order-more-than-50-quantity|wood-lighting|wall-lights-for-home-office-lights|wall-lights-for-wood-lights|globofilter-best-selling-products-index|modern-lighting-off|all-products|avada-email-marketing-best-sellers|stylish-lights|indoor-wall-lamps|best-offers-products|vendor-products-wall-light-batch-3|all_products|under-25|all-products-1|luxury-lighting-collection|hot-picks|modern-home-lights|shining-radiance|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|ninc-products|top-products|for-shopify-performance-tracking|stylish-bedroom-lights-uk,44528050503930|44528050536698|44528050438394|44528050471162,PLWEBC+PHNW1RBC+LDMST64E274|PLWEBC+PHNW1RBC|PLWERR+PHNW1RRR+LDMST64E274|PLWERR+PHNW1RRR
5866682581153,modern-geometric-diamond-pendant-shade-ceiling-light-lampshade-black-metal-wire-frame-cages,Black Diamond Metal Wire Cage Pendant E27 Ceiling Lampshade ~1906,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|vendor-products-shade-batch-3|all_products|under-25|all-products-1|top-picks|value-light|top-products|for-shopify-performance-tracking,44547384049914|44547384082682|44547384115450,WCDTBM+RPR44WH|WCDTBM2PK+RPR44WH2PK|WCDTBM3PK+RPR44WH3PK
5866682843297,industrial-wire-lampshade-diamond-loft-blue-pendant-ceiling-light-lamp-cage-shade,Blue Industrial Diamond Metal Wire Cage Easy Fit Ceiling Lampshade~1905,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_others|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|top-picks|top-products|for-shopify-performance-tracking|industrial-lighting-collection|industrial-lighting,36960787562657,WCDTBL+RPR44WH
5866683007137,metal-pendant-gold-light-shade-ceiling-industrial-geometric-wire-cage-lampshade-lamp,Metal Pendant Gold Light Shade Geometric Wire Cage ~1904,ACTIVE,LEDSone,all-products-1|top-picks|modern-shine-lighting|modern-radiant-lighting|for-shopify-performance-tracking,36960788054177,WCDTGD+RPR44WH
5866683269281,industrial-metal-ceiling-pendant-light-shade-geometric-wire-cage-green-lampshade,Green Industrial Diamond Metal Wire Cage Easy Fit Ceiling Lampshade~1903,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|modern-shine-lighting|modern-home-lights|radiant-illumination|ninc-products|top-products|lights-parts|for-shopify-performance-tracking,36960788840609,WCDTGR+RPR44WH
5866683498657,vintage-red-metal-cage-industrial-wire-frame-pendant-light-loft-ceiling-lamp-shade,Diamond Cage Pendant Lamp Shade Metal Wire Ceiling Light Fixture ~1902,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|easy-fit-shades|wire-cage|sale|catalog_others|modern-lighting|capture-15-offer-if-you-order-more-than-50-quantity|easy-fit-wire-cage|wire-cage-pendant-light|vintage-lighting|globofilter-best-selling-products-index|modern-lighting-off|all-products|avada-email-marketing-best-sellers|best-offers-products|vendor-products-shade-batch-3|all_products|cage-pendant-light|under-25|all-products-1|luxury-lighting-collection|hot-picks|modern-home-lights|radiant-illumination|shining-radiance|ninc-products|top-products|top-accessories|lights-parts|for-shopify-performance-tracking|commercial-lighting-for-restaurants-uk,44586116808954|44586116776186|44586116841722|44586116874490|44586116907258|44586116940026|44586116972794|44586117005562,WCDTBM+RPR44WH|WCDTGD+RPR44WH|WCDTRE+RPR44WH|WCDTRO+RPR44WH|WCDTWH+RPR44WH|WCDTYE+RPR44WH|WCDTBL+RPR44WH|WCDTGR+RPR44WH
5866684252321,vintage-style-metal-cage-wire-frame-ceiling-pendant-light-lamp-shade-white,White Industrial Diamond Metal Wire Cage Easy Fit Ceiling Lampshade~1901,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|top-products|for-shopify-performance-tracking,36960790970529,WCDTWH+RPR44WH
5866684580001,modern-geometric-diamond-pendant-shade-ceiling-light-lampshade-yellow-metal-wire-frame-cages,Yellow Diamond Cage Pendant Lamp Shade Metal Wire Ceiling Light Fixture ~1900,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|top-products|for-shopify-performance-tracking|industrial-lighting-collection|industrial-lighting,36960791593121,WCDTYE+RPR44WH
5866936369313,black-retro-indoor-lighting-vintage-pendant-light,Vintage Ceiling Light Shade Metal 24cm Lampshade lighting~1899,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|lampshades|new-arrivals|new-collection|easy-fit-shades|sale|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|vintage-lighting|lighting-shades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|glow-mode-on-1|luminous-deals|home-lighting-sale-uk|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,44580088316154|44580088414458|44580088283386|44580088348922|44580088381690,LSHH240RR+RPR44WH|LSHH240BB+RPR44WH|LSHH240BM+RPR44WH|LSHH240BC+RPR44WH|LSHH240BS+RPR44WH
5866936402081,modern-retro-pendant-ceiling-light-shade-rustic-red,Modern Retro Pendant Ceiling Light Shade Rustic Red~1898,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|stylish-lighting-fixtures|shop-lighting|top-products|for-shopify-performance-tracking|lighting-accessories,36962178039969,LSHH240RR+RPR44WH
5866936467617,retro-brushed-copper-style-ceiling-pendant-light-shade,Pendant Light Shade Rustic Copper Easy to Fit ~1897,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|glow-mode-on-1|shop-lighting|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,36962178105505,LSHH240BC+RPR44WH
5866936500385,retro-brushed-silver-metal-ceiling-light-fitting-pendant-shade,Retro Brushed Silver Metal Ceiling Light Fitting Pendant Shade~1896,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|easy-fit-shades|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|lighting-shades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|top-products|for-shopify-performance-tracking|lighting-accessories,44539093090554|44539093123322|44539093156090,LSHH240BS+RPR44WH|LSHH240BS2PK+RPR44WH2PK|LSHH240BS3PK+RPR44WH3PK
5866936533153,green-brass-color-ceiling-pendant-light-shade,Green Brass Color Ceiling Pendant Light Shade~1895,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|glow-mode-on-1|shop-lighting|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,36962178203809,LSHH240BB+RPR44WH
5866936565921,yellow-chandelier-lampshade-ceiling-light-shade-pendant-lights-fixture,Metal Dome Shape Lampshade for Ceiling Lights and Pendant Lights~1894,ACTIVE,LEDSone,recommended-products-seguno|lampshades|new-arrivals|new-collection|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|easy-fit-lamp-shades|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|bundle-offer|top-products|for-shopify-performance-tracking|lighting-accessories,54905279316354|54905279349122|54905279381890|54905280299394|54905281839490,LSDO300YE+RPR44WH|LSDO300WH+RPR44WH|LSDO300YB+RPR44WH|LSDO300CB+RPR44WH|LSDO300CO+RPR44WH
5866936598689,white-pendant-lighting-lamp-shade-ceiling-light-home-room-kitch-lamp-shade,White Pendant Lighting Lamp Shade Ceiling Light Home Room Kitch Lamp Shade~1893,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|catalog_lampshades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|modern-radiant-lighting|top-products|for-shopify-performance-tracking|industrial-lighting-collection|industrial-lighting,36962178269345,LSDO300WH+RPR44WH
5866936631457,red-modern-dome-light-shades-easy-fit-ceiling-pendant,Red Modern Dome Light Shades Easy Fit Ceiling Pendant~1892,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|easy-fit-shades|sale|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|weekly-promotion-testing-page|all_products|under-25|all-products-1|modern-radiant-lighting|top-products|for-shopify-performance-tracking|industrial-lighting-collection|industrial-lighting,36962178367649,LSDO300RE+RPR44WH
5866936696993,orange-metal-cylinder-dome-light-shade-lamp-shade-ceiling-light,Orange Metal Cylinder Dome Light Shade Lamp shade ceiling light ~1891,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|easy-fit-shades|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|lighting-shades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|top-products|for-shopify-performance-tracking|lighting-accessories,36962178433185,LSDO300OR+RPR44WH
5866936729761,modern-blue-ceiling-light-shade-hanging-pendant-lamp-metal-dome-shade,Industrial Metal Easy Fit Dome Pendant Shade 30cm Retro Lampshade ~1890,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|lampshades|new-arrivals|new-collection|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|easy-fit-lamp-shades-cages|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|stylish-lighting-fixtures|top-products|for-shopify-performance-tracking|lighting-accessories,44580019536122|44580019568890|44580019601658|44580019634426|44580019667194|44580019699962|44580019732730|44580019765498|44580019798266|44580019831034|44580019863802|44580019896570|44580019929338,LSDO300NB+RPR44WH|LSDO300BU+RPR44WH|LSDO300OR+RPR44WH|LSDO300SN+RPR44WH|LSDO300GY+RPR44WH|LSDO300CO+RPR44WH|LSDO300BI+RPR44WH|LSDO300YB+RPR44WH|LSDO300YE+RPR44WH|LSDO300WH+RPR44WH|LSDO300RO+RPR44WH|LSDO300RE+RPR44WH|LSDO300BM+RPR44WH
5866936795297,retro-style-light-blue-metal-easy-fit-ceiling-pendant-light,Retro Style Light Blue Metal Easy Fit Ceiling Pendant Light~1888,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|luxury-lighting-collection|hot-picks|shop-lighting|modern-home-lights|shining-radiance|modern-stylish-lights-for-every-room|top-products|for-shopify-performance-tracking,36962178531489,LSDO300BT+RPR44WH
5873930535073,brushed-brass-modern-vintage-industrial-ceiling-pendant-lamp-shade,Brushed Brass Modern Vintage Industrial Ceiling Pendant Lamp ~1887,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|pendant-lights|new-arrivals|new-collection|sale|catalog_others|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|pendant-lightss|seasonal-clearance|sales|modern-radiant-lighting|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|top-products|for-shopify-performance-tracking|industrial-lighting-collection|industrial-lighting,36989709385889,CRSF100BB+PHCH1PBRBB+LSHH240BB
5873930829985,rustic-red-modern-steel-lampshade-rustic-red-colour-retro-style-lighting,Rustic Red Modern Steel Lampshade Rustic Red Colour Retro Style Lighting~1886,ACTIVE,LEDSone,recommended-products-seguno|lampshades|pendant-lights|new-arrivals|new-collection|20-off|catalog_others|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|best-deals|top-ceiling-lights-fixtures-pendant-lighting|glow-mode-on-1|modern-classic-home|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,36989710434465,CRSF100RR+PHCH1PBRRR+LSHH240RR
5873931124897,vintage-pendant-light-shade-metal-lamp-ceiling-lights-brushed-silver,Vintage Pendant Light Shade Metal Lamp Ceiling Lights Brushed Silver~1885,ACTIVE,LEDSone,recommended-products-seguno|lampshades|new-arrivals|new-collection|catalog_lampshades|brushed-lighting|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|best-deals|glow-mode-on-1|shop-lighting|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,36989712040097,CRSF100BS+PHCH1PBRBS+LSHH240BS
5873931387041,vintage-pendant-light-shade-metal-lamp-ceiling-lights-brushed-copper,Vintage Pendant Light Shade Metal Lamp Ceiling Lights Brushed Copper~1884,ACTIVE,LEDSone,recommended-products-seguno|lampshades|new-arrivals|new-collection|catalog_lampshades|brushed-lighting|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|best-deals|value-light|shop-lighting|modern-home-lights|top-products|for-shopify-performance-tracking|ph-products|commercial-lighting-for-restaurants-uk,36989712793761,CRSF100BC+PHCH1PBRBC+LSHH240BC
5873931583649,metal-pendant-light-shade-black-retro-industrial-ceiling-lampshades-lighting-shades,Metal Pendant Light Shade Black Retro Industrial Ceiling Lampshades Lighting Shades~1883,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|lampshades|pendant-lights|new-arrivals|new-collection|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|best-deals|top-ceiling-lights-fixtures-pendant-lighting|glow-mode-on-1|modern-classic-home|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,36989713186977,CRSF100BM+PHCH1BMRBM+LSHH240BM
5874165448865,modern-wicker-rattan-lampshade-ceiling-pendant-lamp-hanging-decoration-lamp,Modern Wicker Rattan Lampshade Ceiling Pendant Lamp Hanging Decoration Lamp~1882,ACTIVE,LEDSone,recommended-products-seguno|pendant-lights|new-arrivals|new-collection|rattan-lamp|catalog_others|capture-15-offer-if-you-order-more-than-50-quantity|decorative-lights|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|pendant-lightss|best-deals|luxury-lighting-collection|hot-picks|modern-home-lights|shining-radiance|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|top-products|for-shopify-performance-tracking,37001164816545|37001164849313|37001164882081|37001164914849|37001164947617|37001164980385|37001164783777,CRSF100CH+PHUM1PCRCH+WCRWWH+LDCWE277|CRSF100CH+PHUM1PCRCH+WCRWYE+LDCWE277|CRSF100CH+PHUM1PCRCH+WCRWBL+LDCWE277|CRSF100CH+PHUM1PCRCH+WCRWRE+LDCWE277|CRSF100CH+PHUM1PCRCH+WCRWBM+LDCWE277|CRSF100CH+PHUM1PCRCH+WCRWCR+LDCWE277|CRSF100CH+PHUM1PCRCH+WCRWGR+LDCWE277
5877379727521,3-head-red-bamboo-retro-hanging-light-fixtures-wicker-pendant-light-living-room,3 Head Red Rattan Pendant Light Living Room Décor ~1881,ACTIVE,LEDSone UK Ltd,all-products-1|pendant-lightss|best-deals|hot-picks|modern-home-lights|shining-radiance|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|3-bulb-pendant-light|for-shopify-performance-tracking,37003003396257,CRFF500WH+PHUM1PCRCH3PK+WCRWRE3PK
5877380153505,green-chandeliers-ceiling-lights-nordic-creative-round-hemp-ball-hand-woven-rattan,Green Chandeliers Ceiling Lights Nordic Creative Round Hemp Ball Hand Woven Rattan~1880,ACTIVE,LEDSone UK Ltd,all-products-1|best-deals|home-lighting-sale-uk|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|3-bulb-pendant-light|for-shopify-performance-tracking|best-sellers|industrial-lighting,37003004641441,CRFF500WH+PHUM1PCRCH3PK+WCRWGR3PK
5877380513953,black-3-outlet-pendant-woven-rattan-dome-led-pendant-transitional-for-kitchen-living,Rattan Pendant Light Fixtures Black 3 light ~1879,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|pendant-lights|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|vendor-products-cable-batch-3|all_products|all-products-1|pendant-lightss|modern-shine-lighting|modern-radiant-lighting|shop-lighting|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|top-products|for-shopify-performance-tracking|electrical-lighting,37003006050465,CRFF500WH+PHUM1PCRCH3PK+WCRWBM3PK
5877380972705,blue-style-rattan-wicker-ceiling-pendant-lampshade-hanging-decoration-lamp,Blue Style Rattan Wicker Ceiling Pendant Lampshade Hanging Decoration Lamp~1878,ACTIVE,LEDSone UK Ltd,recommended-products-seguno|pendant-lights|new-arrivals|new-collection|sale|catalog_others|uk-express-delivery|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|all-products-1|best-deals|shop-lighting|modern-home-lights|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|top-products|for-shopify-performance-tracking|ph-products,37003007295649,CRFF500WH+PHUM1PCRCH3PK+WCRWBL3PK
5877381398689,pendant-light-shades-round-concise-hand-woven-multi-colour-rattan-vine-ball-lamp-light,Pendant Light Shades Round Concise Hand woven Multi Colour Rattan Vine Ball Lamp Light~1877,ACTIVE,LEDSone,all-products-1|best-deals|shop-lighting|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|3-bulb-pendant-light|for-shopify-performance-tracking|best-sellers|industrial-lighting,37003008475297,CRFF500WH+PHUM1PCRCH3PK+WCRWGR+WCRWWH+WCRWBL
5877381890209,multi-outlet-lattice-wicker-colour-rattan-globe-ball-style-ceiling-pendant-light-lampshade,Multi Outlet Lattice Wicker Colour Rattan Globe Ball Style Ceiling Pendant Light Lampshade~1876,ACTIVE,LEDSone,all-products-1|best-deals|modern-classic-home|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|3-bulb-pendant-light|for-shopify-performance-tracking|best-sellers|industrial-lighting,37003009589409,CRFF500WH+PHUM1PCRCH3PK+WCRWYE+WCRWRE+WCRWGR
5887545770145,black-industrial-wall-light-retro-wall-lamp-metal-shade,Black Industrial Wall Light Retro Wall Lamp Metal Shade~1875,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|sale|catalog_lampshades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|best-offers-products|all_products|under-25|all-products-1|best-deals|glow-mode-on-1|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,37044042956961,CRSF100BM+WSCH135BM+LSHH240BM
5887546130593,rustic-wall-lights-rustic-red-chandelier,Rustic Wall Lights Rustic Red Chandelier~1874,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|catalog_lampshades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|best-deals|value-light|shop-lighting|modern-home-lights|top-products|for-shopify-performance-tracking|ph-products,37044044169377,CRSF100BM+WSCH135BM+LSHH240RR
5887546425505,wall-sconce-barn-light-fixture-brushed-silver-finish,Wall Sconce Barn Light Fixture Brushed Silver Finish~1873,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|catalog_lampshades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|best-deals|glow-mode-on-1|modern-classic-home|top-products|for-shopify-performance-tracking|premium-lighting|best-sellers|industrial-lighting,37044044988577,CRSF100BM+WSCH135BM+LSHH240BS
5887546654881,wall-light-copper-vintage-lampshade-industrial-retro-modern-chandelier,Copper Retro Industrial E27 Swan Neck Metal Sconce Wall Lamp ~1872,ACTIVE,LEDSone,recommended-products-seguno|new-arrivals|new-collection|catalog_lampshades|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|all_products|under-25|all-products-1|modern-home-lights|radiant-illumination|top-products|lights-parts|for-shopify-performance-tracking|stylish-bedroom-lights-uk,37044046135457,CRSF100BM+WSCH135BM+LSHH240BC
5887546818721,brushed-brass-metal-wall-lights-industrial-style,Industrial Wall Light E27 Gooseneck Vintage Style Kitchen Lighting ~1871,ACTIVE,LEDSone,recommended-products-seguno|lampshades|new-arrivals|wall-light|new-collection|catalog_others|brushed-lighting|vintage-lighting|wall-lights-for-home-office-lights|globofilter-best-selling-products-index|all-products|avada-email-marketing-best-sellers|indoor-wall-lamps|vendor-products-cable-batch-3|vendor-products-wall-light-batch-3|all_products|under-25|all-products-1|modern-shine-lighting|modern-energy-efficient-pendant-ceiling-wall-lighting-uk|top-products|for-shopify-performance-tracking|stylish-bedroom-lights-uk,44527880536314|44527880569082|44527880601850|44538331267322|44538347127034,CRSF100BM+WSCH135BM+LSHH240BB|CRSF100BM+WSCH135BM+LSHH240BC|CRSF100BM+WSCH135BM+LSHH240RR|CRSF100BM+WSCH135BM+LSHH240BS|CRSF100BM+WSCH135BM+LSHH240BM
